Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,MagNed X,MagNed Y,MagNed Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z,Amplitude,Distance,Light 1,Light 2,Light 3,Light 4,Comments
0.324228,110.736,-17.5841,-20.0629,0.0260159,-0.227178,0.78559,0.574945,-0.0175742,-0.00183577,0.00140398,-2.95411,3.19902,-8.69293,0.0277761,-0.414956,0.320304,31.12,99.351,0.025,-0.0148959,-0.0053786,-0.0178836,-0.0732531,0.0794838,-0.218483,0.299796,-0.00136072,0.4309,-0.0150193,-0.0246303,-9.72248,0.00463968,-0.00375499,0.0766481,-0.0150193,-0.0246303,0.0712624,
