Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,MagNed X,MagNed Y,MagNed Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z,Amplitude,Distance,Light 1,Light 2,Light 3,Light 4,Comments
0.359793,5.17145e+22,1.76637e+22,1.83359e+31,1.68775e+25,1.76117e+19,7.79432e+34,1.38015e+31,1.55544e-43,1.62551e-43,1.35926e-43,1.33123e-43,1.52742e-43,1.33123e-43,1.5134e-43,1.47136e-43,1.54143e-43,0,0,0,1.35926e-43,1.35926e-43,1.59748e-43,1.38729e-43,1.45735e-43,7.56701e-44,7.28675e-44,6.30584e-44,1.5134e-43,1.47136e-43,1.54143e-43,1.63952e-43,1.68156e-43,6.30584e-44,1.44334e-43,1.54143e-43,1.63952e-43,6.44597e-44,
0.385255,-74.4054,-15.444,-36.6687,0.325395,-0.0868805,0.602404,-0.723656,-0.0484704,-3.71167,-1.682,-0.323631,2.57999,1.0567,-0.131898,0.0514133,0.716914,29.75,99.56,0.025001,0.732993,-3.58197,-2.11424,-0.0391267,0.0992091,0.0075099,0.378947,0.388253,0.489556,2.56682,0.848634,-0.754309,2.2844,-3.05752,8.62863,2.56682,0.848634,9.03944,
0.410625,-74.4054,-15.444,-36.6687,0.325395,-0.0868805,0.602404,-0.723656,-0.0484704,-3.71167,-1.682,-0.323631,2.57999,1.0567,-0.131898,0.0514133,0.716914,29.75,99.56,0.025001,0.732993,-3.58197,-2.11424,-0.0391267,0.0992091,0.0075099,0.378947,0.388253,0.489556,2.56682,0.848634,-0.754309,2.2844,-3.05752,8.62863,2.56682,0.848634,9.03944,
0.436007,-76.0299,-4.12927,-9.88486,0.0899382,-0.0247473,0.615625,-0.782499,7.80055,6.14347,1.16739,-0.0435056,0.81426,-19.4381,-0.190669,0.336601,0.638959,29.75,99.572,0.025001,9.94948,11.2071,1.51259,-0.0899749,0.048819,-0.506185,0.372392,0.331032,0.556476,-2.13493,-1.9177,-19.2424,0.661712,-0.862656,-9.81482,-2.13493,-1.9177,-9.44866,
0.461387,-76.0299,-4.12927,-9.88486,0.0899382,-0.0247473,0.615625,-0.782499,7.80055,6.14347,1.16739,-0.0435056,0.81426,-19.4381,-0.190669,0.336601,0.638959,29.75,99.572,0.025001,9.94948,11.2071,1.51259,-0.0899749,0.048819,-0.506185,0.372392,0.331032,0.556476,-2.13493,-1.9177,-19.2424,0.661712,-0.862656,-9.81482,-2.13493,-1.9177,-9.44866,
0.486724,-75.3622,-5.20713,-16.1159,0.138316,-0.0500002,0.609646,-0.77891,-0.273561,-4.23331,-1.0584,-0.604167,2.39547,-13.709,-0.192474,0.262136,0.670024,29.75,99.56,0.025,-1.57782,-4.04943,-0.646768,0.0219043,0.042412,-0.0436202,0.362077,0.346233,0.551104,-1.28995,-1.01281,-13.8329,0.284679,-0.311879,-4.33891,-1.28995,-1.01281,-4.03915,
0.512105,-75.336,-7.08219,-16.1493,0.148343,-0.0372652,0.610739,-0.776919,-2.13855,0.037643,-0.207761,-2.42691,2.06181,-11.1817,-0.161219,0.263576,0.680542,29.75,99.56,0.024999,-0.361085,-2.11134,-0.55269,-0.0350385,0.0672909,-0.335511,0.369434,0.336012,0.556071,-1.3494,0.694477,-11.5269,-1.2194,-0.641447,-1.8462,-1.3494,0.694477,-1.73311,
0.537492,-75.336,-7.08219,-16.1493,0.148343,-0.0372652,0.610739,-0.776919,-2.13855,0.037643,-0.207761,-2.42691,2.06181,-11.1817,-0.161219,0.263576,0.680542,29.75,99.56,0.024999,-0.361085,-2.11134,-0.55269,-0.0350385,0.0672909,-0.335511,0.369434,0.336012,0.556071,-1.3494,0.694477,-11.5269,-1.2194,-0.641447,-1.8462,-1.3494,0.694477,-1.73311,
0.562834,-75.1796,-5.77894,-16.2485,0.142281,-0.0465527,0.608759,-0.779103,-0.691053,-0.350618,-0.153531,-0.74771,2.84077,-8.6754,-0.180476,0.266021,0.678453,29.75,99.56,0.024999,0.246616,0.21963,0.150865,-0.0185813,0.0598625,-0.228422,0.369628,0.343629,0.555816,0.334626,-0.09224,-9.15266,0.238429,0.114378,0.679371,0.334626,-0.09224,0.641088,
0.588053,-75.1796,-5.77894,-16.2485,0.142281,-0.0465527,0.608759,-0.779103,-0.691053,-0.350618,-0.153531,-0.74771,2.84077,-8.6754,-0.180476,0.266021,0.678453,29.75,99.56,0.024999,0.246616,0.21963,0.150865,-0.0185813,0.0598625,-0.228422,0.369628,0.343629,0.555816,0.334626,-0.09224,-9.15266,0.238429,0.114378,0.679371,0.334626,-0.09224,0.641088,
0.613269,-74.9969,-6.61334,-16.8886,0.151043,-0.0439778,0.607858,-0.778306,0.0597158,0.264022,0.126216,-0.926618,3.03467,-9.0295,-0.176851,0.263499,0.677289,29.75,99.572,0.025,0.124479,0.271303,0.153252,-0.0328038,0.0731942,-0.233797,0.371077,0.34947,0.547358,0.316637,-0.0974998,-9.56504,0.201312,0.208395,0.279494,0.316637,-0.0974998,0.228706,
