steadyClockTime,cvTime,celcius,throttleStatus,clockSpeed
883030585,,39920,0,1500345728
893735927,,39433,0,1500398464
904578640,,39433,0,1500345728
915294816,,39920,0,1500345728
925954844,,39920,0,1500345728
936586280,,40407,0,1500398464
947389807,,40407,0,1500398464
958097279,,38459,0,1500345728
968890899,,38459,0,1500345728
979563927,,40407,0,1500398464
990371270,,40407,0,1500398464
1000993520,,40407,0,1500398464
1011721567,,39920,0,1500398464
1022366225,,39920,0,1500345728
1033071049,,38946,0,1500345728
1043804280,,38946,0,1500345728
1055752597,,39433,0,1500398464
1066443792,,39433,0,1500398464
1078745199,,39920,0,1500398464
1089507393,,39920,0,1500398464
1100229736,,39433,0,1500345728
1110871949,,39433,0,1500345728
1121619255,,39920,0,1500345728
1132461985,,39920,0,1500398464
1143171569,,39920,0,1500345728
1153820449,,39920,0,1500345728
1164623939,,39433,0,1500345728
1175211283,,39433,0,1500345728
1185855681,,38946,0,1500345728
1196551154,,38946,0,1500345728
1207169553,,38946,0,1500398464
1217899173,,38946,0,1500345728
1228623627,,40407,0,1500345728
1239255970,,40407,0,1500345728
1249999998,,39433,0,1500345728
1260984857,,39433,0,1500398464
1271836329,,39433,0,1500345728
1282562338,,39433,0,1500345728
1293392958,,39433,0,1500398464
1304162078,,39433,0,1500345728
1314706977,,39920,0,1500398464
1325485560,,39920,0,1500345728
1336216033,,40407,0,1500345728
1346803987,,40407,0,1500345728
1357562181,,39920,0,1500345728
1368268450,,39920,0,1500345728
1379086163,,38946,0,1500345728
1389821209,,38946,0,1500398464
1400642792,,39920,0,1500345728
1411301061,,39920,0,1500345728
1421855756,,39920,0,1500398464
1432563488,,39920,0,1500345728
1443149757,,38459,0,1500345728
1453813175,,38459,0,1500345728
1464572890,,40407,0,1500398464
1475178883,,40407,0,1500398464
1485870579,,39433,0,1500345728
1496593664,,39433,0,1500345728
1507277304,,39433,0,1500345728
1518006704,,40407,0,1500345728
1528833122,,40407,0,1500398464
1539591503,,39920,0,1500398464
1550398291,,39920,0,1500345728
1561172634,,38946,0,1500345728
1572143125,,38946,0,1500345728
1582806803,,40407,0,1500398464
1593672294,,40407,0,1500398464
1604385990,,38946,0,1500345728
1615101279,,38946,0,1500345728
1625812975,,39920,0,1500398464
1636638300,,39920,0,1500398464
1647368366,,38946,0,1500345728
1659447425,,38946,0,1500398464
1670116251,,39920,0,1500398464
1680898946,,39920,0,1500345728
1691566624,,39433,0,1500345728
1702995760,,39433,0,1500398464
1713670975,,39920,0,1500345728
1724505522,,39920,0,1500398464
1735145348,,39920,0,1500345728
1745970599,,39920,0,1500398464
1756667036,,39920,0,1500345728
1767365677,,39920,0,1500398464
1778163780,,39433,0,1500345728
1788983864,,39433,0,1500345728
1799682356,,39920,0,1500398464
1810304331,,39920,0,1500345728
1821095656,,40407,0,1500345728
1831834981,,40407,0,1500345728
1842501752,,40407,0,1500345728
1853292151,,40407,0,1500345728
1864037088,,40407,0,1500345728
1874728580,,40407,0,1500398464
1885587053,,39920,0,1500398464
1896291323,,39920,0,1500345728
1907203037,,38946,0,1500345728
1917981066,,38946,0,1500345728
1928805224,,40407,0,1500345728
1939652864,,40407,0,1500345728
1950283005,,39433,0,1500398464
1961078052,,39433,0,1500345728
1971863303,,39920,0,1500345728
1982571629,,39920,0,1500398464
1993392195,,40407,0,1500345728
2004124761,,40407,0,1500398464
2014797865,,39920,0,1500345728
2025524949,,39920,0,1500345728
2036368200,,40894,0,1500398464
2047025823,,40894,0,1500345728
2057758518,,39433,0,1500398464
2068580621,,39433,0,1500398464
2079217336,,39433,0,1500398464
2089987476,,39920,0,1500345728
2100662747,,39920,0,1500398464
2111255610,,39920,0,1500345728
2121940825,,39920,0,1500345728
2132730224,,40407,0,1500345728
2143338699,,40407,0,1500345728
2154059265,,39433,0,1500345728
2164827164,,39433,0,1500345728
2175972006,,40407,0,1500398464
2186582851,,40407,0,1500345728
2197303973,,39920,0,1500345728
2208054039,,39920,0,1500345728
2218645995,,40407,0,1500398464
2229322858,,40407,0,1500345728
2240230071,,39920,0,1500398464
2250861564,,39920,0,1500398464
2261435613,,39433,0,1500345728
2272152216,,39433,0,1500398464
2282736783,,38946,0,1500345728
2293496164,,38946,0,1500345728
2304174472,,39433,0,1500345728
2314779187,,39433,0,1500345728
2325750937,,39920,0,1500345728
2336500929,,39920,0,1500345728
2347241588,,40407,0,1500398464
2358041524,,40407,0,1500398464
2370607413,,39920,0,1500345728
2381380331,,39920,0,1500345728
2392153971,,40894,0,1500345728
2402778593,,40894,0,1500345728
2413436308,,39920,0,1500345728
2424127986,,39920,0,1500345728
2434647146,,41381,0,1500398464
2445370620,,41381,0,1500345728
2456210909,,38946,0,1500345728
2466934181,,38946,0,1500398464
2477641063,,40407,0,1500398464
2488324983,,40407,0,1500398464
2499068088,,40894,0,1500398464
2509738934,,40894,0,1500345728
2520500631,,40407,0,1500345728
2531088885,,40407,0,1500345728
2541865693,,38946,0,1500345728
2552627649,,38946,0,1500345728
2563289754,,38946,0,1500345728
2574415135,,39920,0,1500345728
2585214091,,39920,0,1500345728
2595864270,,39920,0,1500398464
2606530949,,39920,0,1500398464
2617317091,,38946,0,1500345728
2628030085,,38946,0,1500398464
2638625190,,40407,0,1500345728
2649489276,,40407,0,1500345728
2660228973,,39920,0,1500398464
2670988744,,39920,0,1500398464
2681776960,,39920,0,1500398464
2692795896,,39920,0,1500345728
2703495353,,39433,0,1500398464
2714280643,,39433,0,1500398464
2725158895,,39920,0,1500345728
2735905240,,39920,0,1500345728
2746860844,,38946,0,1500345728
2757534412,,38946,0,1500345728
2768552552,,39920,0,1500345728
2779198176,,39920,0,1500345728
2790030632,,39433,0,1500398464
2801300159,,39433,0,1500398464
2812092986,,39920,0,1500398464
2822975405,,39920,0,1500398464
2833842416,,40894,0,1500345728
2844578780,,40894,0,1500345728
2855322348,,39920,0,1500345728
2866161285,,39920,0,1500398464
2878404770,,39433,0,1500345728
2889218152,,39433,0,1500398464
2899911831,,39920,0,1500345728
2910619769,,39920,0,1500398464
2921449707,,39433,0,1500345728
2932191682,,39433,0,1500398464
2943002879,,40407,0,1500398464
2953769687,,40407,0,1500398464
2964598347,,39433,0,1500345728
2975374396,,39433,0,1500345728
2986396629,,39920,0,1500345728
2997263955,,39920,0,1500398464
3008060911,,39920,0,1500345728
3018875960,,39920,0,1500398464
3029683434,,39920,0,1500345728
3040658353,,39920,0,1500398464
3051442494,,38946,0,1500398464
3062516930,,38946,0,1500345728
3073474015,,40407,0,1500345728
3084231361,,40407,0,1500345728
3095160501,,39433,0,1500398464
3106088031,,39433,0,1500345728
3116942264,,40407,0,1500345728
3127593425,,40407,0,1500345728
3138393770,,39920,0,1500398464
3149210504,,39920,0,1500345728
3159982479,,40894,0,1500345728
3170726417,,40894,0,1500345728
3182993661,,39433,0,1500345728
3193990950,,39433,0,1500398464
3204806110,,39920,0,1500398464
3215550714,,39920,0,1500345728
3226403707,,40407,0,1500345728
3237229052,,40407,0,1500398464
3247995638,,39920,0,1500345728
3258741076,,39920,0,1500345728
3269598014,,39433,0,1500345728
3280363859,,39433,0,1500345728
3291110667,,39433,0,1500345728
3301955549,,39433,0,1500398464
3312774894,,40407,0,1500345728
3323446036,,40407,0,1500398464
3334203437,,40407,0,1500398464
3344990949,,40407,0,1500398464
3355741017,,39433,0,1500345728
3366518103,,39433,0,1500345728
3377414799,,40407,0,1500345728
3388282236,,40407,0,1500345728
3399018767,,40407,0,1500398464
3409936963,,39920,0,1500398464
3420755105,,39920,0,1500398464
3431387247,,40894,0,1500398464
3442249110,,40894,0,1500345728
3453076364,,40407,0,1500345728
3463871692,,40407,0,1500398464
3474651409,,40407,0,1500398464
3485493829,,40407,0,1500345728
3496242120,,39433,0,1500345728
3507030115,,39433,0,1500345728
3517847684,,39920,0,1500398464
3528666678,,39920,0,1500345728
3539417803,,40407,0,1500345728
3550362611,,40407,0,1500345728
3561193402,,39920,0,1500398464
3571950064,,39920,0,1500345728
3582611281,,40407,0,1500345728
3594316030,,40407,0,1500345728
3605259950,,39920,0,1500398464
3616008260,,39920,0,1500345728
3626631570,,39920,0,1500398464
3637455176,,39920,0,1500345728
3648286633,,40407,0,1500345728
3658976406,,40407,0,1500398464
3669864252,,39920,0,1500345728
3681724019,,39920,0,1500345728
3692467366,,40407,0,1500398464
3703361952,,40407,0,1500398464
3714185799,,39433,0,1500345728
3724984331,,39433,0,1500398464
3735851140,,40407,0,1500345728
3746659468,,40407,0,1500398464
3757432907,,39920,0,1500398464
3768236920,,39920,0,1500398464
3778896767,,39920,0,1500345728
3789817780,,39920,0,1500345728
3800650256,,40407,0,1500345728
3811403565,,40407,0,1500345728
3822265189,,39920,0,1500345728
3833207517,,39920,0,1500345728
3844223362,,39433,0,1500398464
3855066875,,39433,0,1500345728
3865812444,,40894,0,1500398464
3876631346,,40894,0,1500345728
3887382378,,40894,0,1500345728
3898602444,,40894,0,1500398464
3909329550,,40407,0,1500398464
3920021694,,40407,0,1500398464
3930745226,,39920,0,1500398464
3941507906,,39920,0,1500345728
3952384789,,40407,0,1500398464
3963136376,,40407,0,1500345728
3974265888,,39433,0,1500398464
3985182197,,39433,0,1500345728
3996008136,,40407,0,1500345728
4006749501,,40407,0,1500345728
4017513348,,39920,0,1500398464
4028313768,,39920,0,1500345728
4039206873,,39920,0,1500398464
4049910869,,39920,0,1500398464
4060694493,,40894,0,1500345728
4071447858,,40894,0,1500345728
4082298556,,40407,0,1500398464
4093057848,,40407,0,1500345728
4103936786,,39920,0,1500398464
4114656170,,39920,0,1500345728
4125402591,,40894,0,1500398464
4136148882,,40894,0,1500398464
4146889655,,40894,0,1500345728
4158109351,,40407,0,1500398464
4169036271,,40407,0,1500345728
4179824321,,39433,0,1500398464
4190627983,,39433,0,1500345728
4201426459,,40407,0,1500345728
4212326657,,40407,0,1500398464
4223136984,,40407,0,1500345728
4233906053,,40407,0,1500398464
4244697900,,39920,0,1500398464
4255372414,,39920,0,1500345728
4266104279,,40407,0,1500398464
4276795904,,40407,0,1500345728
4287616899,,40407,0,1500398464
4299861033,,40407,0,1500345728
4310716954,,39920,0,1500345728
4321617985,,39920,0,1500345728
4332504071,,40407,0,1500345728
4343166622,,40407,0,1500345728
4353974747,,40407,0,1500345728
4364728168,,40407,0,1500345728
4375470755,,39920,0,1500345728
4386187769,,39920,0,1500345728
4396962708,,40407,0,1500345728
4407709999,,40407,0,1500345728
4418406513,,39920,0,1500345728
4429464062,,39920,0,1500398464
4440304501,,40407,0,1500398464
4451112941,,40407,0,1500345728
4462065751,,40407,0,1500398464
4472837673,,40407,0,800244160
4488721326,,41381,0,800191424
4504992866,,40894,0,800191424
4521312331,,40407,0,800191424
4537777889,,40407,0,800191424
4554293464,,40894,0,800191424
4570617171,,39920,0,900228544
4587748521,,40894,0,900228544
4602624605,,40894,0,900228544
4617717429,,39920,0,900228544
4632742754,,39433,0,900228544
4647696301,,39433,0,900228544
4662835440,,40407,0,900228544
4677712895,,40894,0,900228544
4692495795,,40894,0,900175808
4707291213,,39920,0,900175808
4722364260,,39920,0,900228544
4737147975,,39920,0,900175808
4752154299,,39920,0,900228544
4767000588,,40894,0,900228544
4782030023,,40894,0,900228544
4797043163,,40407,0,900228544
4812400615,,39920,0,900228544
4827205441,,39920,0,900228544
4842180433,,40407,0,900228544
4857005240,,39920,0,900228544
4871652400,,39920,0,900175808
4886681243,,40407,0,900228544
4901605772,,39433,0,900228544
4916406616,,39433,0,900228544
4931454514,,40407,0,900228544
4946641690,,40407,0,900175808
4961704200,,40407,0,900228544
4976691580,,40407,0,800191424
4993150934,,40407,0,800244160
5011020946,,39920,0,800191424
5027461652,,38946,0,800191424
5043792265,,38946,0,800191424
5060146046,,40894,0,800244160
5076470382,,39433,0,900228544
5091726205,,39433,0,900228544
5107043695,,39920,0,900228544
5122124278,,40407,0,900228544
5137215510,,39433,0,900228544
5152059632,,39433,0,900175808
5166962049,,39920,0,900228544
5182660518,,39920,0,900228544
5197624566,,39920,0,900228544
5214100827,,40894,0,900228544
5228937485,,39920,0,900228544
5243750330,,39920,0,900228544
5258620618,,39920,0,900228544
5273941978,,39920,0,900228544
5288844933,,39920,0,900175808
5303752054,,39433,0,900175808
5318651917,,40407,0,900228544
5333632242,,40407,0,900228544
5348651196,,40407,0,900228544
5364052981,,39920,0,900228544
5378798418,,39920,0,900228544
5393693336,,39920,0,900228544
5408324348,,39433,0,900175808
5424268020,,39433,0,900228544
5438949920,,39433,0,900228544
5453868117,,39433,0,900228544
5468594704,,39433,0,900228544
5483170477,,39433,0,900228544
5498110545,,41381,0,900228544
5512761392,,40407,0,900228544
5527534720,,40407,0,900228544
5542446491,,39920,0,900175808
5557630428,,40894,0,900228544
5572381996,,40894,0,900228544
5587198176,,40407,0,900228544
5602167410,,40894,0,900228544
5617074200,,40894,0,900228544
5631884713,,38946,0,900228544
5646794632,,39433,0,900228544
5661881847,,39433,0,900228544
5676633805,,39920,0,900228544
5691452928,,39920,0,900228544
5706251182,,39920,0,900175808
5722395613,,39920,0,900175808
5737243330,,39433,0,900228544
5751970824,,39433,0,900228544
5767055187,,39920,0,900228544
5782046570,,39920,0,900228544
5796737342,,39920,0,900228544
5811748558,,40407,0,900228544
5826670329,,40894,0,900228544
5841758822,,39920,0,900228544
5856924462,,39920,0,900228544
5871731030,,40407,0,900228544
5886658728,,39920,0,900228544
5901536944,,39920,0,900228544
5916389549,,40407,0,900228544
5931480505,,40407,0,900175808
5946366369,,40407,0,900175808
5961495213,,40407,0,900228544
5976178967,,40407,0,900228544
5990952036,,40407,0,900175808
6005880511,,40894,0,900228544
6020710542,,39433,0,900228544
6035377630,,39433,0,900228544
6050267623,,39920,0,900228544
6065050007,,40894,0,900228544
6079793631,,40894,0,900228544
6094732439,,39433,0,900228544
6109486008,,39920,0,900228544
6124368724,,39920,0,900228544
6139088589,,39920,0,900228544
6154084119,,40407,0,900228544
6168918187,,40407,0,900228544
6183659145,,40894,0,900228544
6198489880,,40407,0,900175808
6213437503,,40407,0,900175808
6229611490,,39920,0,900228544
6244394799,,40407,0,900228544
6259077757,,40407,0,900228544
6273931695,,40407,0,900228544
6288754300,,39433,0,900228544
6303443832,,40894,0,900228544
6318329141,,40894,0,900228544
6333359597,,40407,0,900228544
6348228684,,39920,0,900228544
6363072474,,39920,0,900175808
6378083560,,39920,0,900228544
6392925813,,40894,0,900228544
6407559567,,40894,0,900228544
6422460357,,39920,0,900228544
6437379869,,40407,0,900228544
6451980662,,40407,0,900228544
6466638066,,39920,0,900175808
6481365211,,39920,0,900175808
6496048004,,39920,0,900228544
6510826944,,40407,0,900228544
6525715958,,39920,0,900228544
6541501208,,39920,0,900228544
6556211223,,39433,0,900228544
6570901887,,39920,0,900228544
6585790438,,39920,0,900228544
6600537953,,39920,0,900228544
6615323115,,39433,0,900228544
6630364240,,39433,0,900228544
6645212624,,39433,0,900228544
6661274873,,40407,0,900228544
6676468626,,40407,0,900228544
6691243678,,40407,0,900228544
6706176469,,39433,0,900228544
6720991502,,39433,0,900175808
6737261824,,39920,0,900228544
6752013043,,40894,0,900228544
6766779354,,39920,0,900175808
6781753534,,39920,0,900228544
6796598622,,40407,0,900228544
6811342082,,40407,0,900228544
6826338169,,40407,0,900228544
6841272961,,40894,0,900175808
6855889921,,40407,0,900228544
6870593936,,40407,0,900228544
6885391413,,40894,0,900228544
6900093576,,39433,0,900228544
6914740981,,39433,0,900175808
6929437403,,40407,0,900228544
6944209159,,39920,0,900228544
6958957784,,39920,0,900228544
6973874224,,39920,0,900228544
6988669739,,39920,0,900228544
7003347236,,39920,0,900228544
7018131287,,40407,0,900228544
7033112486,,40407,0,900228544
7048983865,,40407,0,900228544
7063844842,,39920,0,900228544
7078567394,,39433,0,900228544
7093542056,,39433,0,900228544
7108315349,,39920,0,900228544
7123214696,,39920,0,900228544
7138356560,,39920,0,900175808
7153227260,,39920,0,900228544
7168055145,,39920,0,900228544
7182940251,,39920,0,900228544
7198061727,,40894,0,900228544
7212951297,,39920,0,900175808
7227959440,,39433,0,900228544
7242736121,,39433,0,900228544
7257672765,,40407,0,900228544
7272536631,,39920,0,900228544
7287310090,,39920,0,900228544
7302155974,,39920,0,900175808
7316808582,,39433,0,900228544
7331920669,,39433,0,900228544
7347132645,,38946,0,900228544
7361983103,,39920,0,900175808
7376782247,,39920,0,900228544
7391465133,,40894,0,900228544
7406470387,,39433,0,900228544
7421349605,,39433,0,900228544
7436137397,,39920,0,900228544
7450981246,,41381,0,900228544
7465877280,,41381,0,900228544
7480673889,,40407,0,900228544
7495555516,,39433,0,900228544
7510640956,,39433,0,900228544
7525618750,,40407,0,900228544
7540408340,,40407,0,900228544
7556288239,,40407,0,900228544
7571207199,,40407,0,900228544
7586114123,,40894,0,900175808
7600868028,,40894,0,900228544
7615670359,,39920,0,900228544
7630702226,,40894,0,900228544
7645727259,,40894,0,900228544
7660471517,,40894,0,900228544
7675312273,,40407,0,900228544
7690164104,,40407,0,900228544
7705163971,,40407,0,900228544
7719696230,,40407,0,900228544
7734581042,,40407,0,900228544
7749410687,,40407,0,900228544
7764232315,,39920,0,900228544
7778916980,,39920,0,900228544
7793747014,,39920,0,800191424
7809871172,,39920,0,800244160
7826103088,,39433,0,800191424
7842362448,,39433,0,800191424
7858754031,,40407,0,800191424
7875007243,,40407,0,800191424
7891065382,,40407,0,800191424
7907072059,,40407,0,800191424
7923229068,,39920,0,800191424
7940133851,,39433,0,800191424
7956441101,,39920,0,800191424
7972552480,,39920,0,800191424
7989267246,,40894,0,1000212864
8005751679,,39920,0,1000265600
8019553164,,40407,0,1000265600
8033493166,,40407,0,1000265600
8047223243,,40407,0,1000265600
8061642280,,40407,0,1000265600
8075440820,,39920,0,1000265600
8089301119,,39920,0,900228544
8103655285,,39920,0,900228544
8118513579,,40894,0,900228544
8133240485,,40407,0,900175808
8148034445,,40407,0,900228544
8162787017,,40407,0,900228544
8177610311,,39920,0,900228544
8192443253,,39920,0,900228544
8207276065,,39920,0,900228544
8222293803,,39920,0,900228544
8236956264,,39920,0,900228544
8251612170,,39920,0,900228544
8266893776,,40407,0,900228544
8281668941,,40407,0,900228544
8296804937,,40894,0,900228544
8311448750,,39920,0,900228544
8326247526,,39920,0,900175808
8341763538,,39920,0,900228544
8356665443,,40407,0,900228544
8371393330,,39920,0,900228544
8386421678,,39920,0,900228544
8401182769,,40407,0,900228544
8416084432,,39920,0,900228544
8430810134,,39920,0,900228544
8445894797,,39920,0,900228544
8460710371,,40407,0,900175808
8475792350,,40407,0,900175808
8490689108,,40407,0,900228544
8505582792,,39433,0,900228544
8520308125,,39433,0,900228544
8534921107,,40894,0,900228544
8549814310,,39433,0,900228544
8565153602,,39433,0,900228544
8580012102,,39433,0,900228544
8594987544,,39920,0,900228544
8609886395,,39920,0,900175808
8624749820,,40407,0,900175808
8639530560,,40894,0,900228544
8654485744,,40894,0,900228544
8669516409,,40407,0,900228544
8684223186,,39920,0,900228544
8698938464,,39920,0,900228544
8713968444,,40407,0,900228544
8728887961,,39920,0,900228544
8743556646,,39920,0,900228544
8758402701,,39920,0,900228544
8774354213,,40894,0,900175808
8789065953,,39920,0,800191424
8804583819,,39920,0,800191424
8820995885,,39433,0,800191424
8836962156,,39920,0,800191424
8853349221,,39920,0,800244160
8869497436,,40894,0,800191424
8885735613,,40894,0,900228544
8901526422,,39920,0,900228544
8916282292,,39920,0,900228544
8931742140,,40407,0,900228544
8946679806,,39920,0,900228544
8961609582,,39920,0,900228544
8977082300,,40407,0,900228544
8991808485,,39433,0,900228544
9006654818,,39433,0,900175808
9021422687,,39433,0,900228544
9036202428,,39920,0,900228544
9050959872,,39920,0,900228544
9065812019,,40407,0,900175808
9080583092,,39920,0,900228544
9096615474,,39920,0,800191424
9112644097,,40407,0,800191424
9128709109,,40894,0,800191424
9144899323,,39920,0,800244160
9160945927,,39920,0,800191424
9177005513,,40894,0,800191424
9192957580,,39920,0,1000212864
9209359442,,39920,0,1000212864
9223139224,,39920,0,1000265600
9237073135,,40407,0,1000265600
9250898232,,40894,0,1000212864
9264696866,,40894,0,1000212864
9278368557,,39920,0,1000265600
9292191153,,39920,0,900228544
9306621192,,40894,0,900228544
9321733152,,40894,0,900228544
9336548948,,40894,0,900228544
9351352225,,40894,0,900228544
9366357705,,40407,0,900175808
9381194315,,40407,0,900228544
9395891556,,40407,0,800191424
9412597953,,41381,0,800191424
9428663816,,41381,0,800191424
9445047437,,41381,0,800191424
9461046358,,40407,0,800191424
9478475772,,39433,0,800191424
9494896783,,39920,0,1000265600
9509822136,,39920,0,1000212864
9523457346,,40894,0,1000212864
9537177074,,39920,0,1000265600
9551059524,,39920,0,1000265600
9565172214,,39920,0,1000265600
9579628050,,39920,0,1000265600
9593675203,,40407,0,800191424
9608199149,,40894,0,800191424
9624221348,,40894,0,800191424
9640457342,,40407,0,800191424
9656700780,,40894,0,800191424
9672666646,,40407,0,800191424
9688739825,,40407,0,900228544
9705692316,,39920,0,900228544
9720445817,,39433,0,900175808
9735221410,,40407,0,900228544
9750232095,,40407,0,900228544
9765098300,,40407,0,900175808
9779860931,,41381,0,900228544
9794602802,,41381,0,900228544
9809399266,,40407,0,900175808
9823973083,,39433,0,900175808
9838790287,,39433,0,900175808
9853694677,,40407,0,900228544
9868214716,,39433,0,900175808
9884166637,,39433,0,900228544
9898917342,,41381,0,900228544
9913810305,,39433,0,900228544
9928618158,,39433,0,900228544
9943408030,,40894,0,900175808
9958239197,,39920,0,900228544
9973045661,,39920,0,900228544
9987674477,,40894,0,900228544
10002696422,,39920,0,900228544
10017441330,,39920,0,900228544
10032158609,,40407,0,900175808
10046868277,,40894,0,900228544
10061768796,,40894,0,900228544
10076576427,,39920,0,900228544
10091180614,,40894,0,900228544
10106216095,,40894,0,900228544
10120983559,,40407,0,900228544
10135725357,,40407,0,900175808
10150638802,,40407,0,900228544
10165712135,,39920,0,900228544
10180588876,,39433,0,900228544
10195412840,,39433,0,900228544
10210345062,,40894,0,900228544
10225228081,,39920,0,900228544
10240113230,,39920,0,900228544
10254927490,,40407,0,900228544
10269994064,,40894,0,900228544
10284718380,,40407,0,900228544
10299459010,,40407,0,900228544
10314352622,,40894,0,900228544
10330065767,,40407,0,900228544
10344917527,,40407,0,900175808
10359585176,,40894,0,900228544
10374531769,,39920,0,900228544
10390924336,,39920,0,900228544
10405760911,,40894,0,900228544
10420515227,,40407,0,900228544
10435191784,,40407,0,900228544
10449953230,,40407,0,900175808
10464804214,,39920,0,900175808
10479543457,,39920,0,900228544
10494471033,,40407,0,900228544
10509381202,,40894,0,900228544
10524106668,,40894,0,900228544
10538911355,,40894,0,900228544
10553666339,,40407,0,900228544
10568564416,,40407,0,900228544
10583349270,,41381,0,900228544
10598337642,,40407,0,900175808
10613301699,,40407,0,900228544
10628087609,,39920,0,900228544
10642857241,,40894,0,900228544
10657732910,,40894,0,900228544
10672877633,,39920,0,900175808
10687902245,,40894,0,900228544
10702822618,,39920,0,900175808
10717780953,,39920,0,900175808
10732724010,,40894,0,900228544
10747535031,,40407,0,900228544
10762643384,,40407,0,900175808
10777461108,,40407,0,900228544
10792184148,,41381,0,900228544
10806951706,,41381,0,900228544
10822233170,,40894,0,900175808
10837107727,,40894,0,900228544
10851825100,,40894,0,900228544
10866650047,,40407,0,900228544
10881635993,,40407,0,900228544
10896553902,,40407,0,900228544
10911382997,,40407,0,900228544
10926320870,,39920,0,900228544
10941058428,,39920,0,900228544
10955681598,,40407,0,900228544
10970649951,,40894,0,900228544
10985458935,,40894,0,900228544
11000626288,,40894,0,900228544
11015225884,,41381,0,900175808
11030172663,,41381,0,900228544
11044916240,,40894,0,900228544
11059672928,,40894,0,900228544
11074684929,,40894,0,900175808
11089704097,,40407,0,900228544
11104545081,,39433,0,900228544
11119247658,,39433,0,900175808
11134043031,,40894,0,900228544
11148787571,,40407,0,900228544
11163589092,,40407,0,900175808
11178602797,,40407,0,900228544
11193700094,,40407,0,900228544
11210169774,,40407,0,900228544
11225070572,,40407,0,900228544
11239974704,,39920,0,900228544
11254868354,,40407,0,900228544
11270008669,,40407,0,900228544
11284914616,,39920,0,900228544
11299651489,,40407,0,900228544
11314659694,,40407,0,900228544
11329482678,,39920,0,900228544
11344323828,,40407,0,900228544
11358956591,,40407,0,900228544
11373885556,,39920,0,900175808
11388673077,,40407,0,900228544
11403349469,,40407,0,900175808
11418312841,,39920,0,900228544
11433200269,,40407,0,900228544
11448104864,,40407,0,900228544
11462714998,,39920,0,900228544
11477600576,,40407,0,900228544
11492263747,,40407,0,900228544
11508101172,,40894,0,900228544
11522851639,,40894,0,900228544
11537899605,,40894,0,900175808
11552584387,,39920,0,900228544
11567199299,,40894,0,900228544
11582111914,,40894,0,900228544
11596755622,,41381,0,900228544
11611409812,,40894,0,900228544
11626304890,,40894,0,900228544
11640952265,,40894,0,900228544
11655938397,,40407,0,900228544
11670988456,,41381,0,900228544
11685856367,,41381,0,900228544
11700601167,,40407,0,900175808
11715282264,,40894,0,900228544
11730288786,,40894,0,900228544
11746310136,,39433,0,900228544
11761309268,,41381,0,900228544
11776176216,,41381,0,900228544
11791034183,,40407,0,900228544
11805897094,,40894,0,900228544
11820623080,,40894,0,900228544
11835161400,,41381,0,900228544
11850227125,,39920,0,900228544
